feedGuid,itemGuid,title,artist,feedUrl,feedTitle,episodeId,feedId
"618f9e01-0ebb-5d59-b334-b428f7ebcc78","22adf983-754f-47af-bf44-2224443c8f28","As Long As It's Rock","Climbing The Mountain (1979-1990)","https://music.behindthesch3m3s.com/wp-content/uploads/2023/07/Tempest.xml","Tempest","15572842779","6544134"
"b39fc3b2-2742-5944-a800-e87c42a093a3","9db6d76b-fe9e-4914-bcc4-c429e0d75d6b","The HeyCitizen Experience - Love Song 4 U","The Satellite Skirmish","https://music.behindthesch3m3s.com/wp-content/uploads/Sat_Skirmish/the_satellite_skirmish_album.xml","The Satellite Skirmish","25021381312","6962941"
"1b59e954-db0a-5096-8116-2ef3638cbb66","117e8cfe-2da4-5c5c-9060-0ac55808a137","The Lightning","The Trusted","https://feeds.rssblue.com/the-lightning","The Lightning","28656593463","7034922"
"9e3cea98-d04d-5190-88b3-46ee6030d4ea","e020b55d-3439-40a1-8271-ba2d59081608","Trailer","The Satellite Skirmish","https://music.behindthesch3m3s.com/wp-content/uploads/Sat_Skirmish/sproutingsymphonies/rss/satspotlightsymphony.xml","The Satellite Spotlight","36565430950","7235124"
"5bb8f186-2460-54dc-911d-54f642e8adf6","213ba1ef-4751-4fc9-a33e-52c49f61c63a","Animosity","CityBeach","https://www.sirtjthewrathful.com/wp-content/uploads/2023/08/CityBeach.xml","CityBeach","15573087568","6560745"
"0ca05681-c035-5e50-b538-6e42328f0dfd","454d3146-049c-49b1-b25e-c6551c083265","West Coast Drive","My Friend Jimi","https://wavlake.com/feed/music/ed3d6bdf-011b-4416-ab87-591672c07145","West Coast Drive","30781413382","7122319"
"f314df41-22c1-5fde-bc55-6f48e1625d96","2ebf7868-7696-4520-9c9c-ff4900978427","Chasing Waterfalls","My Friend Jimi","https://wavlake.com/feed/music/ef800a88-9a1c-4f8e-a7c5-f83d7d9b1c87","Chasing Waterfalls","33062434739","7190186"
"69c634ad-afea-5826-ad9a-8e1f06d6470b","2b8cef29-6aa5-4e2f-a726-92f916f2424a","Call Me Medley","Kurtisdrums","https://www.sirtjthewrathful.com/wp-content/uploads/2023/08/Kurtisdrums-V1.xml","Kurtisdrums","15572708375","6560977"
"b39fc3b2-2742-5944-a800-e87c42a093a3","2fabcf8b-2c9a-4a0a-b895-3274043e5013","Empath Eyes - Apathy","The Satellite Skirmish","https://music.behindthesch3m3s.com/wp-content/uploads/Sat_Skirmish/the_satellite_skirmish_album.xml","The Satellite Skirmish","25021381324","6962941"
"999c4870-396c-5a6b-b22e-4c05ee46127d","3f239db2-6d3c-4164-86c0-92c84f5caafa","Bullet Train","My Friend Jimi","https://wavlake.com/feed/music/b6d8f17c-f448-4085-8ce2-8b247eb26e63","Bullet Train","23656247926","6933466"
"85e076c0-d4e3-5ae4-9586-0ab862dadf64","8e175c89-437c-4543-ae0a-aba553da0e05","Mrs Valentine","My Friend Jimi","https://wavlake.com/feed/music/3d8c7279-6aa6-41e7-be1c-2680e57af6c8","Mrs Valentine","36071881385","7295876"
"a599fabe-6b73-58f3-88b8-a7b78a2976b5","660c8516-ba38-480a-9ce7-e70a17427842","Once Had A Girl","Jdog","https://www.thisisjdog.com/media/ring-that-bell.xml","Ring That Bell","15576638989","6601983"
"a2d2e313-9cbd-5169-b89c-ab07b33ecc33","ae81976d-a05e-4ff9-9adf-cdb11a33fff9","Porkchops Fried","HeyCitizen","https://files.heycitizen.xyz/Songs/Albums/The-Heycitizen-Experience/the heycitizen experience.xml","The Heycitizen Experience","29660147084","6650997"
"a2d2e313-9cbd-5169-b89c-ab07b33ecc33","7cececef-67c0-4e13-9192-943826d3eddd","Not To Worry","HeyCitizen","https://files.heycitizen.xyz/Songs/Albums/The-Heycitizen-Experience/the heycitizen experience.xml","The Heycitizen Experience","28844375342","6650997"
"187f22db-79cb-5ac4-aa60-54e424e3915e","17313b1e-3585-4bfa-9fb4-288636b84313","The Platform (lofi beats mix)","HeyCitizen","https://files.heycitizen.xyz/Songs/Albums/Lofi-Experience/lofi.xml","HeyCitizen's Lo-Fi Hip-Hop Beats to Study and Relax to","26847970639","6996400"
"a2d2e313-9cbd-5169-b89c-ab07b33ecc33","d2346732-acc5-4256-afe5-0a0f3e670e6b","The Platform","HeyCitizen","https://files.heycitizen.xyz/Songs/Albums/The-Heycitizen-Experience/the heycitizen experience.xml","The Heycitizen Experience","16279720760","6650997"
"99d74aa0-2f55-5b2c-9c7a-47a3f31357f3","b9b7d326-b583-477a-894b-b810da5b1f2e","I Want Love","Blackstone Valley","https://music.jimmyv4v.com/bands/blackstone-valley/blackstone-valley-collection/blackstone-valley-collection-rss.xml","Blackstone Valley - Songs","30924182735","6757401"
"a599fabe-6b73-58f3-88b8-a7b78a2976b5","849fa935-bf48-49c6-89e8-5d5b8dd024a2","Ring That Bell","Jdog","https://www.thisisjdog.com/media/ring-that-bell.xml","Ring That Bell","15576638986","6601983"
"dbad52b9-6253-4a9b-bfab-246b9e839815","fabc3e64-e470-4f97-bf4a-3957e481e23b","Pour Me Some Water","Jimmy V","https://music.jimmyv4v.com/bands/jimmy-v/jimmy-v-collection/jimmy_v-jimmy_v_collection-rss.xml","Jimmy V - Music","18097393112","6734639"
"dbad52b9-6253-4a9b-bfab-246b9e839815","9c017289-79a4-40c2-a4fa-451041335db2","Give it Up","Jimmy V","https://music.jimmyv4v.com/bands/jimmy-v/jimmy-v-collection/jimmy_v-jimmy_v_collection-rss.xml","Jimmy V - Music","29877167158","6734639"
"2b62ef49-fcff-523c-b81a-0a7dde2b0609","bbc9bfe3-3db1-400b-9ff0-613f57899614","Long As You're Loving Me","The Doerfels","https://www.doerfelverse.com/feeds/music-from-the-doerfelverse.xml","Music From The Doerfel-Verse","34643825587","6642704"
"dbad52b9-6253-4a9b-bfab-246b9e839815","339085cc-c70c-4a5f-ae9f-ecc745ac8a45","I Believe","Jimmy V","https://music.jimmyv4v.com/bands/jimmy-v/jimmy-v-collection/jimmy_v-jimmy_v_collection-rss.xml","Jimmy V - Music","27987738512","6734639"
