feedGuid,itemGuid,title,artist,feedUrl,feedTitle,episodeId,feedId
"a2d2e313-9cbd-5169-b89c-ab07b33ecc33","9ff8f18b-cc79-474c-a3e9-2948113b8bf5","Luv Song 4 U","HeyCitizen","https://files.heycitizen.xyz/Songs/Albums/The-Heycitizen-Experience/the heycitizen experience.xml","The Heycitizen Experience","37420640562","6650997"
"d6fe0d1c-bd8d-552b-ac66-cce620391810","cf8a54a4-5cc2-4263-9ee2-a8d99697578a","Through The Mic","Elijah Lied","https://www.doerfelverse.com/artists/elijahlied/throughthemic/through-the-mic.xml","Through The Mic - Single","38268733927","7365050"
"18843839-f79f-5b22-a842-241d0f6b12ea","7bf430ff-6f92-4b44-bd3e-c4d0366e7508","Hiding vs. Bad News","Nate Johnivan","https://wavlake.com/feed/music/0ed13237-aca9-446f-9a03-de1a2d9331a3","Fight!","20063167196","6830161"
"57203632-2003-55d2-b710-c699db963f18","1f7e025c-e8f7-4e10-b12b-9715c9c460c7","Better Days","Ryan Fonda","https://www.wavlake.com/feed/6bece1b8-5385-4a33-9224-09e7f3ee6965","Think Of Me In Color","15572580619","6559576"
"5d5be024-321d-5342-838e-988d1653296b","191c7fee-5fde-4bdd-96c3-d7af3b4b8585","All We Know","Seth Fonda","https://wavlake.com/feed/music/2663f4e8-aa52-4398-89e7-d26381b65545","Finding Lavender","16978838756","6707451"
"08604071-83cc-5810-bec2-bea0f0cd0033","0e4191ef-92d1-49a7-8691-8e691d6bfdda","Night Shift","Ben Doerfel","https://www.doerfelverse.com/feeds/ben-doerfel.xml","Ben Doerfel","33979796256","6604977"
"82235f8b-da8c-52a5-ba6b-1f11c199f526","c6e47574-4fcd-4a56-b2df-9e404a556d15","Smell the Roses","The Johner Boys","https://wavlake.com/feed/music/9e673dbf-0c6e-49f1-85fa-5b3bdd9b9f08","II","25020443644","6962881"
"95e5f7a9-d88e-5e51-b2ae-f4b1865d19c4","bfe9ed47-ac2a-4fc6-be19-6ab94f75c4c4","What Did You Mean (When You Said Love) [Live in London and Amsterdam]","Theo Katzman","https://wavlake.com/feed/music/8aaf0d1e-7ac3-4f7d-993b-6f59f936d780","Live From the Other Side","33874518619","7216277"
"1dc549bf-c1ef-5a30-813f-a2918d37b38d","f5f51623-49f7-4c8d-ad7a-e1bafa10bab8","Inside Out","Middle Season","https://www.doerfelverse.com/artists/middleseason/inside-out.xml","Inside Out - Single","37382371148","7337962"
"47768d25-74d9-5ba4-82db-aeaa7f50e29c","b1d3af49-e178-4153-94ab-8427e69429e4","Autumn","CityBeach","https://www.doerfelverse.com/feeds/autumn.xml","Autumn","20671369466","6852907"
